userSet	oddsRatio	matrixID	pValueLog	rnkPV	TF_name	dataSource	exp_type	medline	family	class
1	1.38117546891423	MA0477.2	16.9642086025851	16	FOSL1	jaspar	ChIP-seq	17916232	Fos-related	Basic leucine zipper factors (bZIP)
1	2.14343135605349	MA0042.2	16.9268130620735	18	FOXI1	jaspar	HT-SELEX	23836653	FOX	Fork head/winged helix factors
1	1.76037597411238	MA0693.3	16.9257277718874	19	Vdr	jaspar	No_annotation	8065900	Thyroid hormone receptor-related factors (NR1)	Nuclear receptors with C4 zinc fingers
1	1.37098641701723	MA0842.2	16.8967651114351	13	NRL	jaspar	HT-SELEX	8552602	Maf-related	Basic leucine zipper factors (bZIP)
1	1.46299322094836	MA0038.2	16.7651540399257	19	GFI1	jaspar	HT-SELEX	8754800	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.38758546608915	MA1137.1	16.7015681998148	15	FOSL1::JUNB	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.38631428477705	MA0818.2	16.589166663753	14	BHLHE22	jaspar	CAP-SELEX	22284184	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.34157248842648	MA1118.1	16.5843433473747	16	SIX1	jaspar	ChIP-seq	9826681	HD-SINE	Homeo domain factors
1	1.38454618306903	MA0611.2	16.5418004577293	22	Dux	jaspar	No_annotation	28173143, 24278031	Paired-related HD factors	Homeo domain factors
1	2.3004807848642	MA1502.1	16.4824502385772	7	HOXB8	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.34374712106701	MA0078.2	16.3825026088818	11	Sox17	jaspar	No_annotation	8636240	SOX-related factors	High-mobility group (HMG) domain factors
1	1.61932275531831	MA0712.2	16.2837839171426	16	OTX2	jaspar	ChIP-seq	18585360	Paired-related HD factors	Homeo domain factors
1	2.03592811326643	MA0904.2	16.2391119025534	17	HOXB5	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.63412389598533	MA1120.1	16.1862441624294	18	SOX13	jaspar	ChIP-seq	27521520	SOX-related factors	High-mobility group (HMG) domain factors
1	1.40269222219533	MA0462.2	16.1515210778934	17	BATF::JUN	jaspar	ChIP-seq	22992523	B-ATF-related factors::Jun-related	Basic leucine zipper factors (bZIP)
1	1.72084136990042	MA1142.1	16.079053440106	10	FOSL1::JUND	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.32895096692798	MA0883.1	15.8961691043734	20	Dmbx1	jaspar	universal protein binding microarray (PBM)	23332764	Paired-related HD factors	Homeo domain factors
1	2.4994290977241	MA0705.1	15.888285600403	17	Lhx8	jaspar	HT-SELEX	18585360	HD-LIM	Homeo domain factors
1	1.32583509608291	MA0907.1	15.8122448810999	19	HOXC13	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.45916482174993	MA1480.1	15.7498198154501	11	DPRX	jaspar	HT-SELEX	18585359	Paired-related HD factors	Homeo domain factors
1	2.23877931750276	MA0891.1	15.6893221639516	21	GSC2	jaspar	HT-SELEX	9441739	Paired-related HD factors	Homeo domain factors
1	2.2159458933201	MA0849.1	15.5970304887339	15	FOXO6	jaspar	HT-SELEX	10880363	FOX	Fork head/winged helix factors
1	1.40060351544096	MA0029.1	15.5936447037917	20	Mecom	jaspar	SELEX	8321231	Factors with multiple dispersed zinc fingers	C2H2 zinc finger factors
1	2.0043705549092	MA0722.1	15.3805227832601	18	VAX1	jaspar	HT-SELEX	18585360	NK	Homeo domain factors
1	1.66125102632335	MA0063.2	15.2395171742691	21	NKX2-5	jaspar	ChIP-seq	27013732	NK	Homeo domain factors
1	1.48996733246239	MA0160.2	15.2038116795145	18	NR4A2	jaspar	CAP-SELEX	17916232	NGFI-B-related receptors (NR4)	Nuclear receptors with C4 zinc fingers
1	1.32358966381626	MA0669.1	15.1658968488103	20	NEUROG2	jaspar	HT-SELEX	19389376	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.97565670261517	MA0467.2	15.0622781554705	19	Crx	jaspar	No_annotation	20463752	Paired-related HD factors	Homeo domain factors
1	1.53643220318864	MA0476.1	14.7893371432405	20	FOS	jaspar	ChIP-seq	17916232	Fos-related	Basic leucine zipper factors (bZIP)
1	1.33459430538791	MA0651.2	14.6352015872226	23	HOXC11	jaspar	CAP-SELEX	18585359	HOX	Homeo domain factors
1	1.30627860434728	MA0768.2	14.470681115181	18	Lef1	jaspar	No_annotation	19443739	TCF-7-related factors	High-mobility group (HMG) domain factors
1	1.42197609966766	MA0099.3	14.4185995811822	12	FOS::JUN	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.37265980798737	MA1138.1	14.3901482068137	12	FOSL2::JUNB	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.52809905312329	MA0684.2	14.3223952289586	21	RUNX3	jaspar	ChIP-seq	20378718	Runt-related factors	Runt domain factors
1	1.39522523664183	MA1130.1	14.2484766646238	20	FOSL2::JUN	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.33523535846445	MA0623.2	14.1078351190836	24	NEUROG1	jaspar	HT-SELEX	23332764	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.37611111490466	MA0896.1	13.9711579666728	22	Hmx1	jaspar	universal protein binding microarray (PBM)	23332764	NK	Homeo domain factors
1	2.01671953835068	MA0710.1	13.9553589317429	19	NOTO	jaspar	HT-SELEX	18585360	NK	Homeo domain factors
1	1.41712407952455	MA0853.1	13.9083829643177	16	Alx4	jaspar	universal protein binding microarray (PBM)	10542273	Paired-related HD factors	Homeo domain factors
1	2.18468712781519	MA0766.2	13.8898150465226	19	GATA5	jaspar	HT-SELEX	14612389	C4-GATA-related	Other C4 zinc finger-type factors
1	1.44732449898643	MA0874.1	13.7859001147421	23	Arx	jaspar	universal protein binding microarray (PBM)	23332764	Paired-related HD factors	Homeo domain factors
1	1.30276882247866	MA0838.1	13.5206089672587	17	CEBPG	jaspar	HT-SELEX	8632009	CEBP-related	Basic leucine zipper factors (bZIP)
1	2.36762600782746	MA0876.1	13.5056200822241	24	BSX	jaspar	HT-SELEX	18585359	NK	Homeo domain factors
1	1.37520212699202	MA2001.1	13.4378613705127	6	Six4	jaspar	No_annotation	14966291	HD-SINE	Homeo domain factors
1	2.25501904573153	MA1481.1	13.3538971762583	13	DRGX	jaspar	HT-SELEX	25131932	Paired-related HD factors	Homeo domain factors
1	1.43578501253923	MA0117.2	13.2658375013194	13	Mafb	jaspar	HT-SELEX	9571165	Maf-related	Basic leucine zipper factors (bZIP)
1	2.2475503017884	MA1497.1	13.2380685848764	14	HOXA6	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.28900734763662	MA1562.1	13.1003819595363	7	SOX14	jaspar	HT-SELEX	17852354	SOX-related factors	High-mobility group (HMG) domain factors
1	1.33221030536655	MA1128.1	12.8722073830447	21	FOSL1::JUN	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.35135884461875	MA1974.1	12.8716808334965	7	ZNF211	jaspar	No_annotation	29146583	Factors with multiple dispersed zinc fingers	C2H2 zinc finger factors
1	2.23226916391879	MA0887.1	12.8291647743046	25	EVX1	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.28987172736553	MA1729.1	12.7681705027555	2	ZNF680	jaspar	ChIP-seq	27852650	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.77183279824665	MA0682.2	12.7028462149949	22	PITX1	jaspar	HT-SELEX	8675014	Paired-related HD factors	Homeo domain factors
1	1.35006750275228	MA0784.2	12.6362176765667	20	POU1F1	jaspar	CAP-SELEX	2350782	POU domain factors	Homeo domain factors
1	1.47143222579304	MA1988.1	12.4910894913477	8	Atf3	jaspar	No_annotation	27146783	Fos-related	Basic leucine zipper factors (bZIP)
1	1.63271415885267	MA0518.1	12.4883707228352	11	Stat4	jaspar	ChIP-seq	19710469	STAT factors	STAT domain factors
1	1.29575397427001	MA0607.2	12.3674562786171	25	BHLHA15	jaspar	CAP-SELEX	9482738	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.28158431938451	MA1105.2	12.1764965862295	22	GRHL2	jaspar	ChIP-seq	20978075	Grainyhead-related factors	Grainyhead domain factors
1	1.29877785146011	MA1134.1	12.1012046953077	23	FOS::JUNB	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	2.06521603571926	MA1499.1	12.0071146416145	8	HOXB4	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.30824531677195	MA1143.1	11.9754330107634	15	FOSL1::JUND	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.47648549885746	MA0683.1	11.8867705349339	23	POU4F2	jaspar	HT-SELEX	18077589	POU domain factors	Homeo domain factors
1	2.61461484866443	MA0902.2	11.8251098052372	26	HOXB2	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.27914367825616	MA1943.1	11.8111763026395	3	ETV2::HOXB13	jaspar	HT-SELEX	24218641	Ets-related::HOX-related factors	Tryptophan cluster factors::Homeo domain factors
1	2.39495709371552	MA1507.1	11.7752832376282	9	HOXD4	jaspar	HT-SELEX	9079695	HOX	Homeo domain factors
1	2.28428644118088	MA0892.1	11.772389472066	27	GSX1	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.30097594580843	MA1978.1	11.5462485779964	9	ZNF354A	jaspar	ChIP-exo	27852650	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	2.23740401334282	MA0848.1	11.5078691998258	18	FOXO4	jaspar	HT-SELEX	10880363	FOX	Fork head/winged helix factors
1	1.26312594456433	MA0667.1	10.9435816602827	24	MYF6	jaspar	HT-SELEX	19443739	MyoD/ASC-related factors	Basic helix-loop-helix factors (bHLH)
1	1.39135242462087	MA0897.1	10.9040861457967	28	Hmx2	jaspar	universal protein binding microarray (PBM)	23332764	NK	Homeo domain factors
1	1.42987242081143	MA0137.3	10.7478687533409	14	STAT1	jaspar	ChIP-seq	17558387	STAT factors	STAT domain factors
1	1.2785012188994	MA0089.2	10.5808988480808	15	MAFG::NFE2L1	jaspar	ChIP-seq	9421508	Maf-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.30870363192938	MA0095.3	10.5690992171078	16	Yy1	jaspar	No_annotation	18950698	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.25189944688227	MA0140.2	10.5310526216312	17	GATA1::TAL1	jaspar	ChIP-seq	20566737	C4-GATA-related::Tal-related	Other C4 zinc finger-type factors::Basic helix-loop-helix factors (bHLH)
1	1.26958113563218	MA0647.1	10.5147500026075	26	GRHL1	jaspar	HT-SELEX	18288204	Grainyhead-related factors	Grainyhead domain factors
1	1.26881594285475	MA1421.1	10.4673781185429	16	TCF7L1	jaspar	HT-SELEX	27447672	TCF-7-related factors	High-mobility group (HMG) domain factors
1	1.26977273252051	MA1141.1	10.3510600459567	17	FOS::JUND	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.29931105906685	MA1144.1	10.3502434187719	18	FOSL2::JUND	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.27366038041101	MA0072.1	10.301538870845	22	RORA	jaspar	SELEX	7926749	Thyroid hormone receptor-related factors (NR1)	Nuclear receptors with C4 zinc fingers
1	2.17037508643057	MA0158.2	10.290524781432	21	HOXA5	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.27231571550882	MA1593.1	10.174490352086	8	ZNF317	jaspar	ChIP-seq	28273063	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.30976007329455	MA1135.1	10.154047268619	24	FOSB::JUNB	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.44845141844919	MA0688.1	10.0602121600958	25	TBX2	jaspar	HT-SELEX	16285859	TBX2-related factors	T-Box factors
1	2.24830746812245	MA0888.1	10.0410762072837	29	EVX2	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.85185241222438	MA0714.1	10.0360849825276	20	PITX3	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	1.30447546291462	MA1928.1	9.96614254061033	4	BNC2	jaspar	No_annotation	30487138	Factors with multiple dispersed zinc fingers	C2H2 zinc finger factors
1	1.24726196286896	MA0687.1	9.95417185827069	26	SPIC	jaspar	HT-SELEX	16887979	Ets-related	Tryptophan cluster factors
1	1.25441129757685	MA0770.1	9.81772363142044	21	HSF2	jaspar	HT-SELEX	12027891	HSF factors	Heat shock factors
1	1.26347292053951	MA1940.1	9.78279377419591	5	ETV2::DRGX	jaspar	HT-SELEX	24218641	Ets-related::Paired-related HD factors	Tryptophan cluster factors::Homeo domain factors
1	1.23992042387779	MA1524.2	9.73582166991535	10	Msgn1	jaspar	No_annotation	21750544	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.31367563664864	MA0489.2	9.64225084060268	12	Jun	jaspar	No_annotation	21703547	Jun-related	Basic leucine zipper factors (bZIP)
1	1.24163105267576	MA1953.1	9.55368074149798	6	FOXO1::ELF1	jaspar	HT-SELEX	31913281	FOX::Ets-related	Fork head/winged helix factors::Tryptophan cluster factors
1	1.33169666369325	MA0809.2	9.55119143429399	19	TEAD4	jaspar	ChIP-seq	23332764	TEF-1-related factors	TEA domain factors
1	1.83077308580318	MA0442.2	9.48493613412351	22	SOX10	jaspar	ChIP-seq	17916232	SOX-related factors	High-mobility group (HMG) domain factors
1	2.358638883467	MA0914.1	9.47834292837681	25	ISL2	jaspar	HT-SELEX	7999775	HD-LIM	Homeo domain factors
1	2.59039568926927	MA0903.1	9.45074615935392	30	HOXB3	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.23892242264538	MA1937.1	9.36537011447582	7	ERF::HOXB13	jaspar	HT-SELEX	24218641	Ets-related::HOX-related factors	Tryptophan cluster factors::Homeo domain factors
1	1.56079598962723	MA0124.2	9.26594220712524	18	Nkx3-1	jaspar	HT-SELEX	18585360	NK	Homeo domain factors
1	1.32998235323087	MA0492.1	9.1798285160212	13	JUND	jaspar	ChIP-seq	21526160	Jun-related	Basic leucine zipper factors (bZIP)
1	2.18637149620025	MA0635.1	9.16530750293621	27	BARHL2	jaspar	HT-SELEX	18585359	NK	Homeo domain factors
1	1.27592227768748	MA1994.1	9.11609293440126	10	Nkx2-1	jaspar	No_annotation	26556242	NK	Homeo domain factors
1	1.33025632797395	MA0051.1	9.10240864387326	23	IRF2	jaspar	SELEX	7687740	Interferon-regulatory factors	Tryptophan cluster factors
1	1.23207258564365	MA0087.2	8.99767965485625	19	Sox5	jaspar	No_annotation	1396566	SOX-related factors	High-mobility group (HMG) domain factors
1	1.24377404401425	MA1592.1	8.9474686239982	9	ZNF274	jaspar	HT-SELEX	21170338	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.36970873244939	MA0898.1	8.94183945988504	31	Hmx3	jaspar	universal protein binding microarray (PBM)	23332764	NK	Homeo domain factors
1	1.24540511840044	MA0800.1	8.88237510325862	22	EOMES	jaspar	HT-SELEX	12093383	TBrain-related factors	T-Box factors
1	1.38258996374627	MA1150.1	8.88070670719212	19	RORB	jaspar	SMiLE-seq	25500868	Thyroid hormone receptor-related factors (NR1)	Nuclear receptors with C4 zinc fingers
1	1.31954524006292	MA1132.1	8.80107971011332	26	JUN::JUNB	jaspar	SMiLE-seq	15240010	Jun-related	Basic leucine zipper factors (bZIP)
1	1.99790573656767	MA1495.1	8.79133389867689	20	HOXA1	jaspar	HT-SELEX	16341070	HOX	Homeo domain factors
1	1.23302656930631	MA1975.1	8.78509495584798	11	ZNF214	jaspar	ChIP-seq	28273063	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.48596269271583	MA0869.2	8.75571498575005	32	Sox11	jaspar	No_annotation	24681958, 12920151	SOX-related factors	High-mobility group (HMG) domain factors
1	1.22887419787825	MA0018.4	8.73114735926214	24	CREB1	jaspar	ChIP-seq	17916232	CREB-related factors	Basic leucine zipper factors (bZIP)
1	1.44645159754486	MA1547.2	8.64575548284843	11	PITX2	jaspar	CAP-SELEX	9685346	Paired-related HD factors	Homeo domain factors
1	2.22844427109088	MA0711.1	8.5727377337283	21	OTX1	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	1.22350424519211	MA1625.1	8.54021466050283	11	Stat5b	jaspar	ChIP-seq	10594041	STAT factors	STAT domain factors
1	1.24454714870261	MA0501.1	8.50144268205374	14	MAF::NFE2	jaspar	ChIP-seq	9166829	Maf-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.61700772676843	MA1525.2	8.47036371660277	12	NFATC4	jaspar	CAP-SELEX	12374807	NFAT-related factors	Rel homology region (RHR) factors
1	1.38411044813769	MA0461.2	8.40890375787805	23	Atoh1	jaspar	HT-SELEX	21300888	Tal-related	Basic helix-loop-helix factors (bHLH)
1	2.20574048178237	MA0594.2	8.00127916914936	15	HOXA9	jaspar	HT-SELEX	12923056	HOX	Homeo domain factors
1	4.37113009386833	MA1505.1	7.96749868985148	13	HOXC8	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.23022432194368	MA1624.1	7.89469503879597	12	Stat5a	jaspar	ChIP-seq	10594041	STAT factors	STAT domain factors
1	1.29280349353226	MA1124.1	7.87760526266577	27	ZNF24	jaspar	ChIP-seq	11532988	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.28377804029687	MA0488.1	7.81904779069371	16	JUN	jaspar	ChIP-seq	21703547	Jun-related	Basic leucine zipper factors (bZIP)
1	1.20900311928263	MA1136.1	7.69754443789018	28	FOSB::JUNB	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.20922970489375	MA0771.1	7.69576667243632	23	HSF4	jaspar	HT-SELEX	25850300	HSF factors	Heat shock factors
1	1.32014343451747	MA1618.1	7.61085433444552	13	Ptf1a	jaspar	ChIP-seq	23754747	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.21103608113614	MA1950.1	7.43075963489318	8	FLI1::FOXI1	jaspar	HT-SELEX	31913281	Ets-related::FOX	Tryptophan cluster factors::Fork head/winged helix factors
1	1.22107078267533	MA1101.2	7.22988229786446	29	BACH2	jaspar	HT-SELEX	28461702	Jun-related	Basic leucine zipper factors (bZIP)
1	1.65078026262543	MA0515.1	7.18403421174006	17	Sox6	jaspar	ChIP-seq	21985497	SOX-related factors	High-mobility group (HMG) domain factors
1	1.24448622691498	MA1119.1	7.07638284421022	30	SIX2	jaspar	ChIP-seq	15327782	HD-SINE	Homeo domain factors
1	2.00912991640011	MA0867.2	7.00107460751862	33	SOX4	jaspar	HT-SELEX	17599239	SOX-related factors	High-mobility group (HMG) domain factors
1	1.39668542797976	MA1151.1	6.99995858858073	21	RORC	jaspar	SMiLE-seq	25500868	Thyroid hormone receptor-related factors (NR1)	Nuclear receptors with C4 zinc fingers
1	2.6179308625121	MA1498.2	6.90551679379826	22	HOXA7	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.1951006544834	MA1632.1	6.765818036922	14	ATF2	jaspar	ChIP-seq	20581861	Jun-related	Basic leucine zipper factors (bZIP)
1	1.34549754845072	MA0866.1	6.75200823803061	34	SOX21	jaspar	HT-SELEX	12920151	SOX-related factors	High-mobility group (HMG) domain factors
1	1.25629407139622	MA1579.1	6.32694851334861	10	ZBTB26	jaspar	ChIP-seq	28473536	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.25674241705777	MA0802.1	6.17229387653822	24	TBR1	jaspar	HT-SELEX	12093383	TBrain-related factors	T-Box factors
1	1.29716485576204	MA1518.2	6.09246400254326	14	Lhx1	jaspar	No_annotation	18585359	HD-LIM	Homeo domain factors
1	1.328615140927	MA0870.1	6.03007553545937	35	Sox1	jaspar	HT-SELEX	12920151	SOX-related factors	High-mobility group (HMG) domain factors
1	1.1869858500354	MA1561.1	5.93630583327768	11	SOX12	jaspar	HT-SELEX	18403418	SOX-related factors	High-mobility group (HMG) domain factors
1	1.2373583194667	MA0069.1	5.93214083992294	25	PAX6	jaspar	SELEX	8132558	Paired plus homeo domain	Paired box factors
1	1.18084295735216	MA1968.1	5.81275960267563	12	TFCP2	jaspar	HT-SELEX	9668115	CP2-related factors	Grainyhead domain factors
1	1.21248133813333	MA0486.2	5.79776499697644	18	HSF1	jaspar	HT-SELEX	17500587	HSF factors	Heat shock factors
1	1.31156740106729	MA1508.1	5.68170495192651	15	IKZF1	jaspar	ChIP-seq	27664237	Factors with multiple dispersed zinc fingers	C2H2 zinc finger factors
1	1.2635430583188	MA1419.1	5.66535940095454	23	IRF4	jaspar	HT-SELEX	25896227	Interferon-regulatory factors	Tryptophan cluster factors
1	1.19329922905739	MA0837.2	5.54708684549189	20	CEBPE	jaspar	CAP-SELEX	8632009	CEBP-related	Basic leucine zipper factors (bZIP)
1	1.20011039028759	MA1952.1	5.53887111330559	9	FOXJ2::ELF1	jaspar	HT-SELEX	31913281	FOX::Ets-related	Fork head/winged helix factors::Tryptophan cluster factors
1	1.87893600065196	MA1504.1	5.53499203741986	16	HOXC4	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.17025570061048	MA0841.1	5.53072786388275	21	NFE2	jaspar	HT-SELEX	10498903	Jun-related	Basic leucine zipper factors (bZIP)
1	1.18682873432845	MA0071.1	5.50323054917805	26	RORA	jaspar	SELEX	7926749	Thyroid hormone receptor-related factors (NR1)	Nuclear receptors with C4 zinc fingers
1	1.24823418019731	MA1111.1	5.48571275097318	31	NR2F2	jaspar	ChIP-seq	1324415	RXR-related receptors (NR2)	Nuclear receptors with C4 zinc fingers
1	1.17964230555057	MA1121.1	5.45634732358497	32	TEAD2	jaspar	ChIP-seq	9571041	TEF-1-related factors	TEA domain factors
1	1.1760831178332	MA1944.1	5.42222587442506	10	ETV5::DRGX	jaspar	HT-SELEX	24218641	Ets-related::Paired-related HD factors	Tryptophan cluster factors::Homeo domain factors
1	2.66353098122859	MA1534.1	5.40222777557897	17	NR1I3	jaspar	HT-SELEX	12896978	Thyroid hormone receptor-related factors (NR1)	Nuclear receptors with C4 zinc fingers
1	1.17233054274899	MA1948.1	5.26088894486072	11	ETV5::HOXA2	jaspar	HT-SELEX	24218641	Ets-related::HOX-related factors	Tryptophan cluster factors::Homeo domain factors
1	1.16314059036706	MA0665.1	5.25764056634705	27	MSC	jaspar	HT-SELEX	24175993	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.99778716663059	MA0707.2	5.202511477367	22	MNX1	jaspar	CAP-SELEX	18585360	HOX	Homeo domain factors
1	1.22413084164776	MA0652.1	5.13756598177502	28	IRF8	jaspar	HT-SELEX	21731497	Interferon-regulatory factors	Tryptophan cluster factors
1	2.33869513761706	MA0519.1	5.13116381065719	19	Stat5a::Stat5b	jaspar	ChIP-seq	22158971	STAT factors	STAT domain factors
1	1.37796148598326	MA0508.3	5.11711323690154	20	PRDM1	jaspar	ChIP-seq	28473536	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.21525902926884	MA1947.1	5.11260372949852	12	ETV5::FOXO1	jaspar	HT-SELEX	31913281	Ets-related::FOX	Tryptophan cluster factors::Fork head/winged helix factors
1	1.17038866365316	MA0840.1	5.06426064462097	22	Creb5	jaspar	HT-SELEX	11134034	CREB-related factors	Basic leucine zipper factors (bZIP)
1	1.35097330248659	MA0136.3	5.04040485080146	20	Elf5	jaspar	No_annotation	20517297	Ets-related	Tryptophan cluster factors
1	1.87955439752639	MA0033.2	4.90390699751294	27	FOXL1	jaspar	HT-SELEX	23836653	FOX	Fork head/winged helix factors
1	1.23940018197818	MA1588.1	4.87282637337156	12	ZNF136	jaspar	ChIP-seq	27852650	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.15978848198118	MA1129.1	4.63935169818298	33	FOSL1::JUN	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.16800842203699	MA1644.1	4.45296284335414	15	NFYC	jaspar	ChIP-seq	11895773	Heteromeric CCAAT-binding	Heteromeric CCAAT-binding factors
1	1.14802405871557	MA1131.1	4.42704243582296	34	FOSL2::JUN	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.14675350440313	MA1955.1	4.3673747108233	13	FOXO1::ELK3	jaspar	HT-SELEX	31913281	FOX::Ets-related	Fork head/winged helix factors::Tryptophan cluster factors
1	1.14960598126707	MA0689.1	4.21592804049742	28	TBX20	jaspar	HT-SELEX	23326246	TBX1-related factors	T-Box factors
1	1.16014942431161	MA1544.1	4.18410956053032	18	OVOL1	jaspar	HT-SELEX	26504231	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.176680788237	MA1126.1	4.15056329762635	35	FOS::JUN	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.30292922410266	MA1958.1	4.11890374014324	14	HOXD12::ELK1	jaspar	HT-SELEX	24218641	HOX::Ets-related	Homeo domain factors::Tryptophan cluster factors
1	1.15884102403004	MA1145.1	4.01286786759923	24	FOSL2::JUND	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.35826115219522	MA0804.1	4.00478633745441	23	TBX19	jaspar	HT-SELEX	12093383	Brachyury-related factors	T-Box factors
1	1.135878735457	MA0862.1	3.95774805199596	36	GMEB2	jaspar	HT-SELEX	11743720	GMEB	SAND domain factors
1	1.17041991507804	MA1568.1	3.8759801456054	13	TCF21	jaspar	HT-SELEX	25215497	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.14025606377757	MA0090.3	3.79382471747425	21	TEAD1	jaspar	ChIP-seq	23332764	TEF-1-related factors	TEA domain factors
1	1.12916048475249	MA0080.6	3.61932126134575	22	Spi1	jaspar	No_annotation	7624145	Ets-related	Tryptophan cluster factors
1	1.14814093288913	MA1127.1	3.58113014844397	36	FOSB::JUN	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.15072228266419	MA0698.1	3.57181475008697	29	ZBTB18	jaspar	HT-SELEX	9756912	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.19294367451849	MA1123.2	3.51816421887145	37	TWIST1	jaspar	ChIP-seq	29453333	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.12165474921658	MA0081.2	3.36711465432489	23	SPIB	jaspar	ChIP-seq	7624145	Ets-related	Tryptophan cluster factors
1	1.12451062282468	MA0690.2	3.35741212735542	30	TBX21	jaspar	CAP-SELEX	16285859	TBrain-related factors	T-Box factors
1	2.06195907486004	MA0144.2	3.31120399124615	24	STAT3	jaspar	ChIP-seq	18555785	STAT factors	STAT domain factors
1	1.18777379847651	MA0478.1	3.28566026787054	25	FOSL2	jaspar	ChIP-seq	17916232	Fos-related	Basic leucine zipper factors (bZIP)
1	1.11778276681162	MA0743.2	3.18912836663195	23	SCRT1	jaspar	ChIP-seq	23332764	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.13981648403542	MA1139.1	3.17608683799886	25	FOSL2::JUNB	jaspar	SMiLE-seq	11988758	Fos-related::Jun-related	Basic leucine zipper factors (bZIP)
1	1.24404296524619	MA0009.2	3.09494505463472	28	TBXT	jaspar	HT-SELEX	7588606	Brachyury-related factors	T-Box factors
